epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,2051.61,1.3867,0.67809,1.05093,0.93749,0.90266,0.9335,0.55139,1.40839,0.62372,1.03955,0.00264667,0.00264667,0.00264667
139,2079.69,1.42322,0.68197,1.06128,0.93585,0.90185,0.9321,0.55073,1.40732,0.62115,1.03902,0.00252,0.00252,0.00252
140,2107.93,1.41106,0.67525,1.05194,0.93921,0.89964,0.93269,0.55215,1.40189,0.61947,1.03779,0.00239333,0.00239333,0.00239333
141,2138.9,1.34703,0.60412,1.05852,0.94253,0.90097,0.93499,0.55328,1.39888,0.61815,1.03737,0.00226667,0.00226667,0.00226667
142,2166.96,1.32735,0.59299,1.04616,0.94192,0.89951,0.9365,0.55735,1.39315,0.61574,1.0363,0.00214,0.00214,0.00214
143,2194.93,1.32907,0.59062,1.05958,0.94477,0.90266,0.93775,0.55592,1.40196,0.61707,1.03793,0.00201333,0.00201333,0.00201333
144,2222.73,1.32851,0.58669,1.05672,0.94261,0.90347,0.93647,0.5563,1.39873,0.614,1.03677,0.00188667,0.00188667,0.00188667
145,2250.66,1.306,0.58211,1.04636,0.94631,0.90473,0.93769,0.5575,1.39499,0.61311,1.03626,0.00176,0.00176,0.00176
146,2278.57,1.30434,0.58027,1.04971,0.94347,0.90737,0.93794,0.55694,1.40201,0.61442,1.03777,0.00163333,0.00163333,0.00163333
147,2306.48,1.30116,0.5723,1.04384,0.94341,0.90697,0.9389,0.557,1.39791,0.61236,1.03653,0.00150667,0.00150667,0.00150667
148,2334.42,1.29503,0.57433,1.0403,0.94408,0.90714,0.9382,0.5585,1.39385,0.61021,1.03576,0.00138,0.00138,0.00138
149,2362.26,1.28531,0.56742,1.03771,0.94804,0.90721,0.93882,0.55921,1.39203,0.60886,1.03486,0.00125333,0.00125333,0.00125333
150,2390.18,1.29562,0.56944,1.05953,0.94785,0.90762,0.93816,0.56113,1.38899,0.60691,1.03351,0.00112667,0.00112667,0.00112667
